RF	EXAM	ActAdm	Actdosi	Vol
Ga	GAPSMA	5.2	4.3	8
Ga	GAPSMA	5.5	4.6	8
Ga	GAPSMA	4.9	4.2	8
Ga	GAPSMA	4.9	4.7	8
Ga	GAPSMA	5.4	4.6	8
Ga	GAPSMA	4.2	4.4	8
Ga	GAPSMA	5.3	4.5	8
Ga	GAPSMA	4.9	4	8
Ga	GAPSMA	5.5	4	8
Ga	GAPSMA	5.5	3.8	8
Ga	GAPSMA	4.9	6.5	6
Ga	GAPSMA	5.5	12.36	9
Ga	GAPSMA	5	6	6
Ga	GAPSMA	4.8	10.2	7
Ga	GAPSMA	5.5	5.9	6.4
Ga	GAPSMA	5.5	10.8	8
Ga	GAPSMA	5.5	6.26	6
Ga	GAPSMA	4.9	6.18	6
Ga	GAPSMA	5.5	4.7	8
Ga	GAPSMA	5.3	4.1	8
Ga	GAPSMA	4.9	6.7	7
Ga	GAPSMA	4.8	4.2	7
Ga	GAPSMA	5.5	6.3	6
Ga	GAPSMA	5.5	14	6
Ga	GAPSMA	5.5	4.5	6
Ga	GAPSMA	5.5	6.1	8.6
Ga	GAPSMA	4.6	5	6
